"GSS_CODEDZ","DZ_Name","GSS_CODECA","CA_Name","GSS_CODEIZ","MYD02SSH_A20170910Av1_v601_7200_3601_uvb__8b.edit"
"S01002129",NA,"S12000036","Edinburgh_City_of","S02000387",0.00359363174668414
"S01002130",NA,"S12000036","Edinburgh_City_of","S02000395",0.00280550010657689
"S01002131",NA,"S12000036","Edinburgh_City_of","S02000393",0.00359363174668414
"S01002132",NA,"S12000036","Edinburgh_City_of","S02000392",0.00280550010657689
"S01002133",NA,"S12000036","Edinburgh_City_of","S02000389",0.00280789655442176
"S01002134",NA,"S12000036","Edinburgh_City_of","S02000388",0.00356518698824923
"S01002135",NA,"S12000036","Edinburgh_City_of","S02000397",0.00356518698824923
"S01002136",NA,"S12000036","Edinburgh_City_of","S02000389",0.00280789655442176
"S01002137",NA,"S12000036","Edinburgh_City_of","S02000399",0.00281524950382154
"S01002138",NA,"S12000036","Edinburgh_City_of","S02000399",0.00281524950382154
"S01002139",NA,"S12000036","Edinburgh_City_of","S02000382",0.00359363174668414
"S01002140",NA,"S12000036","Edinburgh_City_of","S02000400",0.00356518698824923
"S01002141",NA,"S12000036","Edinburgh_City_of","S02000396",0.00280550010657689
"S01002142",NA,"S12000036","Edinburgh_City_of","S02000394",0.00356518698824923
"S01002143",NA,"S12000036","Edinburgh_City_of","S02000395",0.00280550010657689
"S01002144",NA,"S12000036","Edinburgh_City_of","S02000390",0.00280789655442176
"S01002145",NA,"S12000036","Edinburgh_City_of","S02000398",0.00280789655442176
"S01002146",NA,"S12000036","Edinburgh_City_of","S02000382",0.00359363174668414
"S01002147",NA,"S12000036","Edinburgh_City_of","S02000400",0.00356518698824923
"S01002148",NA,"S12000036","Edinburgh_City_of","S02000390",0.00280789655442176
"S01002149",NA,"S12000036","Edinburgh_City_of","S02000396",0.00280550010657689
"S01002150",NA,"S12000036","Edinburgh_City_of","S02000382",0.00359363174668414
"S01002151",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002152",NA,"S12000036","Edinburgh_City_of","S02000407",0.00280789655442176
"S01002153",NA,"S12000036","Edinburgh_City_of","S02000406",0.00280550010657689
"S01002154",NA,"S12000036","Edinburgh_City_of","S02000400",0.00356518698824923
"S01002155",NA,"S12000036","Edinburgh_City_of","S02000392",0.00280550010657689
"S01002156",NA,"S12000036","Edinburgh_City_of","S02000398",0.00359363174668414
"S01002157",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002158",NA,"S12000036","Edinburgh_City_of","S02000408",0.00280789655442176
"S01002159",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002160",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002161",NA,"S12000036","Edinburgh_City_of","S02000393",0.00359363174668414
"S01002162",NA,"S12000036","Edinburgh_City_of","S02000399",0.00281524950382154
"S01002163",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002164",NA,"S12000036","Edinburgh_City_of","S02000391",0.00289898344958272
"S01002165",NA,"S12000036","Edinburgh_City_of","S02000399",0.00281524950382154
"S01002166",NA,"S12000036","Edinburgh_City_of","S02000398",0.00280789655442176
"S01002167",NA,"S12000036","Edinburgh_City_of","S02000403",0.00280550010657689
"S01002168",NA,"S12000036","Edinburgh_City_of","S02000398",0.00280789655442176
"S01002169",NA,"S12000036","Edinburgh_City_of","S02000408",0.00280789655442176
"S01002170",NA,"S12000036","Edinburgh_City_of","S02000400",0.00356518698824923
"S01002171",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002172",NA,"S12000036","Edinburgh_City_of","S02000406",0.00280550010657689
"S01002173",NA,"S12000036","Edinburgh_City_of","S02000397",0.00280789655442176
"S01002174",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002175",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002176",NA,"S12000036","Edinburgh_City_of","S02000391",0.00289898344958272
"S01002177",NA,"S12000036","Edinburgh_City_of","S02000408",0.00280789655442176
"S01002178",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002179",NA,"S12000036","Edinburgh_City_of","S02000406",0.00280550010657689
"S01002180",NA,"S12000036","Edinburgh_City_of","S02000405",0.00359363174668414
"S01002181",NA,"S12000036","Edinburgh_City_of","S02000396",0.00280550010657689
"S01002182",NA,"S12000036","Edinburgh_City_of","S02000405",0.00359363174668414
"S01002183",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002184",NA,"S12000036","Edinburgh_City_of","S02000407",0.00280789655442176
"S01002185",NA,"S12000036","Edinburgh_City_of","S02000403",0.00280550010657689
"S01002186",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002187",NA,"S12000036","Edinburgh_City_of","S02000398",0.00359363174668414
"S01002188",NA,"S12000036","Edinburgh_City_of","S02000407",0.00280789655442176
"S01002189",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002190",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002191",NA,"S12000036","Edinburgh_City_of","S02000403",0.00280550010657689
"S01002192",NA,"S12000036","Edinburgh_City_of","S02000400",0.00356518698824923
"S01002193",NA,"S12000036","Edinburgh_City_of","S02000397",0.00356518698824923
"S01002194",NA,"S12000036","Edinburgh_City_of","S02000400",0.00356518698824923
"S01002195",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002196",NA,"S12000036","Edinburgh_City_of","S02000399",0.00281524950382154
"S01002197",NA,"S12000036","Edinburgh_City_of","S02000401",0.00359363174668414
"S01002198",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002199",NA,"S12000036","Edinburgh_City_of","S02000405",0.00359363174668414
"S01002200",NA,"S12000036","Edinburgh_City_of","S02000397",0.00356518698824923
"S01002201",NA,"S12000036","Edinburgh_City_of","S02000398",0.00280789655442176
"S01002202",NA,"S12000036","Edinburgh_City_of","S02000405",0.00359363174668414
"S01002203",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002204",NA,"S12000036","Edinburgh_City_of","S02000410",0.00359363174668414
"S01002205",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002206",NA,"S12000036","Edinburgh_City_of","S02000402",0.00359363174668414
"S01002207",NA,"S12000036","Edinburgh_City_of","S02000399",0.00356518698824923
"S01002208",NA,"S12000036","Edinburgh_City_of","S02000405",0.00359363174668414
"S01002209",NA,"S12000036","Edinburgh_City_of","S02000409",0.00359363174668414
"S01002210",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002211",NA,"S12000036","Edinburgh_City_of","S02000410",0.00359363174668414
"S01002212",NA,"S12000036","Edinburgh_City_of","S02000403",0.00280550010657689
"S01002213",NA,"S12000036","Edinburgh_City_of","S02000391",0.00385228310589206
"S01002214",NA,"S12000036","Edinburgh_City_of","S02000404",0.00280789655442176
"S01002215",NA,"S12000036","Edinburgh_City_of","S02000417",0.00356518698824923
"S01002216",NA,"S12000036","Edinburgh_City_of","S02000409",0.00359363174668414
"S01002217",NA,"S12000036","Edinburgh_City_of","S02000409",0.00359363174668414
"S01002218",NA,"S12000036","Edinburgh_City_of","S02000405",0.00359363174668414
"S01002219",NA,"S12000036","Edinburgh_City_of","S02000397",0.00356518698824923
"S01002220",NA,"S12000036","Edinburgh_City_of","S02000413",0.00281524950382154
"S01002221",NA,"S12000036","Edinburgh_City_of","S02000409",0.00359363174668414
"S01002222",NA,"S12000036","Edinburgh_City_of","S02000397",0.00356518698824923
"S01002223",NA,"S12000036","Edinburgh_City_of","S02000407",0.00280789655442176
"S01002224",NA,"S12000036","Edinburgh_City_of","S02000413",0.00281524950382154
"S01002225",NA,"S12000036","Edinburgh_City_of","S02000412",0.00359363174668414
"S01002226",NA,"S12000036","Edinburgh_City_of","S02000412",0.00359363174668414
"S01002227",NA,"S12000036","Edinburgh_City_of","S02000410",0.00359363174668414
"S01002228",NA,"S12000036","Edinburgh_City_of","S02000406",0.00280550010657689
"S01002229",NA,"S12000036","Edinburgh_City_of","S02000413",0.00356518698824923
"S01002230",NA,"S12000036","Edinburgh_City_of","S02000412",0.00359363174668414
"S01002231",NA,"S12000036","Edinburgh_City_of","S02000408",0.00280789655442176
"S01002232",NA,"S12000036","Edinburgh_City_of","S02000411",0.00280789655442176
"S01002233",NA,"S12000036","Edinburgh_City_of","S02000409",0.00359363174668414
"S01002234",NA,"S12000036","Edinburgh_City_of","S02000409",0.00359363174668414
"S01002235",NA,"S12000036","Edinburgh_City_of","S02000412",0.00359363174668414
"S01002236",NA,"S12000036","Edinburgh_City_of","S02000411",0.00356518698824923
"S01002237",NA,"S12000036","Edinburgh_City_of","S02000414",0.00359363174668414
"S01002238",NA,"S12000036","Edinburgh_City_of","S02000410",0.00359363174668414
"S01002239",NA,"S12000036","Edinburgh_City_of","S02000410",0.00359363174668414
"S01002240",NA,"S12000036","Edinburgh_City_of","S02000418",0.00359363174668414
"S01002241",NA,"S12000036","Edinburgh_City_of","S02000411",0.00280789655442176
"S01002242",NA,"S12000036","Edinburgh_City_of","S02000417",0.00356518698824923
"S01002243",NA,"S12000036","Edinburgh_City_of","S02000418",0.00359363174668414
"S01002244",NA,"S12000036","Edinburgh_City_of","S02000416",0.00359363174668414
"S01002245",NA,"S12000036","Edinburgh_City_of","S02000412",0.00359363174668414
"S01002246",NA,"S12000036","Edinburgh_City_of","S02000416",0.00359363174668414
"S01002247",NA,"S12000036","Edinburgh_City_of","S02000411",0.00356518698824923
"S01002248",NA,"S12000036","Edinburgh_City_of","S02000415",0.00280789655442176
"S01002249",NA,"S12000036","Edinburgh_City_of","S02000416",0.00359363174668414
"S01002250",NA,"S12000036","Edinburgh_City_of","S02000414",0.00359363174668414
"S01002251",NA,"S12000036","Edinburgh_City_of","S02000391",0.00289898344958272
"S01002252",NA,"S12000036","Edinburgh_City_of","S02000415",0.00280789655442176
"S01002253",NA,"S12000036","Edinburgh_City_of","S02000411",0.00280789655442176
"S01002254",NA,"S12000036","Edinburgh_City_of","S02000418",0.00359363174668414
"S01002255",NA,"S12000036","Edinburgh_City_of","S02000412",0.00359363174668414
"S01002256",NA,"S12000036","Edinburgh_City_of","S02000407",0.00280789655442176
"S01002257",NA,"S12000036","Edinburgh_City_of","S02000414",0.00359363174668414
"S01002258",NA,"S12000036","Edinburgh_City_of","S02000416",0.00359363174668414
"S01002259",NA,"S12000036","Edinburgh_City_of","S02000414",0.00359363174668414
"S01002260",NA,"S12000036","Edinburgh_City_of","S02000421",0.00281524950382154
"S01002261",NA,"S12000036","Edinburgh_City_of","S02000414",0.00359363174668414
"S01002262",NA,"S12000036","Edinburgh_City_of","S02000417",0.00356518698824923
"S01002263",NA,"S12000036","Edinburgh_City_of","S02000413",0.00356518698824923
"S01002264",NA,"S12000036","Edinburgh_City_of","S02000414",0.00359363174668414
"S01002265",NA,"S12000036","Edinburgh_City_of","S02000419",0.00356518698824923
"S01002266",NA,"S12000036","Edinburgh_City_of","S02000416",0.00359363174668414
"S01002267",NA,"S12000036","Edinburgh_City_of","S02000422",0.00280789655442176
"S01002268",NA,"S12000036","Edinburgh_City_of","S02000417",0.00356518698824923
"S01002269",NA,"S12000036","Edinburgh_City_of","S02000415",0.00280789655442176
"S01002270",NA,"S12000036","Edinburgh_City_of","S02000420",0.00359363174668414
"S01002271",NA,"S12000036","Edinburgh_City_of","S02000415",0.00359363174668414
"S01002272",NA,"S12000036","Edinburgh_City_of","S02000424",0.00359363174668414
"S01002273",NA,"S12000036","Edinburgh_City_of","S02000416",0.00359363174668414
"S01002274",NA,"S12000036","Edinburgh_City_of","S02000418",0.00359363174668414
"S01002275",NA,"S12000036","Edinburgh_City_of","S02000419",0.00356518698824923
"S01002276",NA,"S12000036","Edinburgh_City_of","S02000421",0.00281524950382154
"S01002277",NA,"S12000036","Edinburgh_City_of","S02000422",0.00280789655442176
"S01002278",NA,"S12000036","Edinburgh_City_of","S02000422",0.00280789655442176
"S01002279",NA,"S12000036","Edinburgh_City_of","S02000422",0.00280789655442176
"S01002280",NA,"S12000036","Edinburgh_City_of","S02000423",0.00280789655442176
"S01002281",NA,"S12000036","Edinburgh_City_of","S02000419",0.00356518698824923
"S01002282",NA,"S12000036","Edinburgh_City_of","S02000419",0.00356518698824923
"S01002283",NA,"S12000036","Edinburgh_City_of","S02000425",0.00280789655442176
"S01002284",NA,"S12000036","Edinburgh_City_of","S02000423",0.00280789655442176
"S01002285",NA,"S12000036","Edinburgh_City_of","S02000420",0.00359363174668414
"S01002286",NA,"S12000036","Edinburgh_City_of","S02000424",0.00359363174668414
"S01002287",NA,"S12000036","Edinburgh_City_of","S02000425",0.00280789655442176
"S01002288",NA,"S12000036","Edinburgh_City_of","S02000426",0.00359363174668414
"S01002289",NA,"S12000036","Edinburgh_City_of","S02000420",0.00359363174668414
"S01002290",NA,"S12000036","Edinburgh_City_of","S02000420",0.00359363174668414
"S01002291",NA,"S12000036","Edinburgh_City_of","S02000419",0.00356518698824923
"S01002292",NA,"S12000036","Edinburgh_City_of","S02000418",0.00359363174668414
"S01002293",NA,"S12000036","Edinburgh_City_of","S02000423",0.00280789655442176
"S01002294",NA,"S12000036","Edinburgh_City_of","S02000424",0.00359363174668414
"S01002295",NA,"S12000036","Edinburgh_City_of","S02000421",0.00281524950382154
"S01002297",NA,"S12000036","Edinburgh_City_of","S02000423",0.00280789655442176
"S01002298",NA,"S12000036","Edinburgh_City_of","S02000424",0.00359363174668414
"S01002299",NA,"S12000036","Edinburgh_City_of","S02000417",0.00356518698824923
"S01002300",NA,"S12000036","Edinburgh_City_of","S02000425",0.00280789655442176
"S01002301",NA,"S12000036","Edinburgh_City_of","S02000422",0.00356518698824923
"S01002302",NA,"S12000036","Edinburgh_City_of","S02000422",0.00280789655442176
"S01002303",NA,"S12000036","Edinburgh_City_of","S02000428",0.00280789655442176
"S01002304",NA,"S12000036","Edinburgh_City_of","S02000426",0.00359363174668414
"S01002305",NA,"S12000036","Edinburgh_City_of","S02000427",0.00359363174668414
"S01002306",NA,"S12000036","Edinburgh_City_of","S02000427",0.00359363174668414
"S01002307",NA,"S12000036","Edinburgh_City_of","S02000426",0.00359363174668414
"S01002308",NA,"S12000036","Edinburgh_City_of","S02000424",0.00359363174668414
"S01002309",NA,"S12000036","Edinburgh_City_of","S02000428",0.00280789655442176
"S01002310",NA,"S12000036","Edinburgh_City_of","S02000427",0.00359363174668414
"S01002311",NA,"S12000036","Edinburgh_City_of","S02000421",0.00356518698824923
"S01002312",NA,"S12000036","Edinburgh_City_of","S02000428",0.00280789655442176
"S01002313",NA,"S12000036","Edinburgh_City_of","S02000424",0.00359363174668414
"S01002314",NA,"S12000036","Edinburgh_City_of","S02000425",0.00280789655442176
"S01002315",NA,"S12000036","Edinburgh_City_of","S02000423",0.00280789655442176
"S01002316",NA,"S12000036","Edinburgh_City_of","S02000425",0.00280789655442176
"S01002317",NA,"S12000036","Edinburgh_City_of","S02000426",0.00359363174668414
"S01002318",NA,"S12000036","Edinburgh_City_of","S02000427",0.00359363174668414
"S01002319",NA,"S12000036","Edinburgh_City_of","S02000428",0.00280789655442176
"S01002320",NA,"S12000036","Edinburgh_City_of","S02000424",0.00280789655442176
"S01002321",NA,"S12000036","Edinburgh_City_of","S02000428",0.00280789655442176
"S01002322",NA,"S12000036","Edinburgh_City_of","S02000425",0.00280789655442176
"S01002323",NA,"S12000036","Edinburgh_City_of","S02000427",0.00359363174668414
"S01002324",NA,"S12000036","Edinburgh_City_of","S02000428",0.00280789655442176
"S01002325",NA,"S12000036","Edinburgh_City_of","S02000428",0.00356518698824923
"S01002326",NA,"S12000036","Edinburgh_City_of","S02000427",0.00359363174668414
"S01002327",NA,"S12000036","Edinburgh_City_of","S02000429",0.00385228310589206
"S01002328",NA,"S12000036","Edinburgh_City_of","S02000429",0.00385228310589206
"S01002329",NA,"S12000036","Edinburgh_City_of","S02000429",0.00385228310589206
"S01002330",NA,"S12000036","Edinburgh_City_of","S02000429",0.00385228310589206
"S01002331",NA,"S12000036","Edinburgh_City_of","S02000429",0.00385228310589206
"S01002332",NA,"S12000036","Edinburgh_City_of","S02000430",0.00289898344958272
"S01002333",NA,"S12000036","Edinburgh_City_of","S02000430",0.00289898344958272
"S01002334",NA,"S12000036","Edinburgh_City_of","S02000429",0.00385228310589206
"S01002335",NA,"S12000036","Edinburgh_City_of","S02000429",0.00289898344958272
"S01002336",NA,"S12000036","Edinburgh_City_of","S02000430",0.00289898344958272
"S01002337",NA,"S12000036","Edinburgh_City_of","S02000430",0.00289898344958272
"S01002338",NA,"S12000036","Edinburgh_City_of","S02000430",0.00289898344958272
